"Título do Desenho: controle 1"
"#","Data Hora, GMT-02:00","Temp., °C (LGR S/N: 20055113, SEN S/N: 20055113)","Intensidade, lum/ft² (LGR S/N: 20055113, SEN S/N: 20055113)","Fim Do Ficheiro (LGR S/N: 20055113)"
3064,11/24/22 11h3min0s,24.545,0.0,
3065,11/24/22 11h4min0s,24.545,0.0,
3066,11/24/22 11h5min0s,24.545,0.0,
3067,11/24/22 11h6min0s,24.545,0.0,
3068,11/24/22 11h7min0s,24.545,0.0,
3069,11/24/22 11h8min0s,24.545,0.0,
3070,11/24/22 11h9min0s,24.545,0.0,
3071,11/24/22 11h10min0s,24.545,0.0,
3072,11/24/22 11h11min0s,24.545,0.0,
3073,11/24/22 11h12min0s,24.545,0.0,
3074,11/24/22 11h13min0s,24.545,0.0,
3075,11/24/22 11h14min0s,24.545,0.0,
3076,11/24/22 11h15min0s,24.545,0.0,
3077,11/24/22 11h16min0s,24.545,0.0,
3078,11/24/22 11h17min0s,24.545,0.0,
3079,11/24/22 11h18min0s,24.545,0.0,
3080,11/24/22 11h19min0s,24.545,0.0,
3081,11/24/22 11h20min0s,24.545,0.0,
3082,11/24/22 11h21min0s,24.545,0.0,
3083,11/24/22 11h22min0s,24.641,0.0,
3084,11/24/22 11h23min0s,24.641,0.0,
3085,11/24/22 11h24min0s,24.641,0.0,
3086,11/24/22 11h25min0s,24.641,0.0,
3087,11/24/22 11h26min0s,24.641,0.0,
3088,11/24/22 11h27min0s,24.641,0.0,
3089,11/24/22 11h28min0s,24.641,0.0,
3090,11/24/22 11h29min0s,24.641,0.0,
3091,11/24/22 11h30min0s,24.641,0.0,
3092,11/24/22 11h31min0s,24.641,0.0,
3093,11/24/22 11h32min0s,24.641,0.0,
3094,11/24/22 11h33min0s,24.641,0.0,
3095,11/24/22 11h34min0s,24.641,0.0,
3096,11/24/22 11h35min0s,24.641,0.0,
3097,11/24/22 11h36min0s,24.641,0.0,
3098,11/24/22 11h37min0s,24.641,0.0,
3099,11/24/22 11h38min0s,24.641,0.0,
3100,11/24/22 11h39min0s,24.641,0.0,
3101,11/24/22 11h40min0s,24.641,0.0,
3102,11/24/22 11h41min0s,24.641,0.0,
3103,11/24/22 11h42min0s,24.641,0.0,
3104,11/24/22 11h43min0s,24.641,0.0,
3105,11/24/22 11h44min0s,24.641,0.0,
3106,11/24/22 11h45min0s,24.641,0.0,
3107,11/24/22 11h46min0s,24.545,0.0,
3108,11/24/22 11h47min0s,24.545,0.0,
3109,11/24/22 11h48min0s,24.545,0.0,
3110,11/24/22 11h49min0s,24.545,0.0,
3111,11/24/22 11h50min0s,24.545,0.0,
3112,11/24/22 11h51min0s,24.448,0.0,
3113,11/24/22 11h52min0s,24.448,0.0,
3114,11/24/22 11h53min0s,24.448,0.0,
3115,11/24/22 11h54min0s,24.448,0.0,
3116,11/24/22 11h55min0s,24.351,0.0,
3117,11/24/22 11h56min0s,24.351,0.0,
3118,11/24/22 11h57min0s,24.351,0.0,
3119,11/24/22 11h58min0s,24.255,0.0,
3120,11/24/22 11h59min0s,24.255,0.0,
3121,11/24/22 12h0min0s,24.158,0.0,
3122,11/24/22 12h1min0s,24.158,0.0,
3123,11/24/22 12h2min0s,24.158,0.0,
3124,11/24/22 12h3min0s,24.158,0.0,
3125,11/24/22 12h4min0s,24.062,0.0,
3126,11/24/22 12h5min0s,24.062,0.0,
3127,11/24/22 12h6min0s,24.062,0.0,
3128,11/24/22 12h7min0s,24.062,0.0,
3129,11/24/22 12h8min0s,24.062,0.0,
3130,11/24/22 12h9min0s,24.062,0.0,
3131,11/24/22 12h10min0s,23.966,0.0,
3132,11/24/22 12h11min0s,23.966,0.0,
3133,11/24/22 12h12min0s,23.966,0.0,
3134,11/24/22 12h13min0s,23.966,0.0,
3135,11/24/22 12h14min0s,23.966,0.0,
3136,11/24/22 12h15min0s,23.966,0.0,
3137,11/24/22 12h16min0s,23.966,0.0,
3138,11/24/22 12h17min0s,23.966,0.0,
3139,11/24/22 12h18min0s,23.966,0.0,
3140,11/24/22 12h19min0s,23.966,0.0,
3141,11/24/22 12h20min0s,23.966,0.0,
3142,11/24/22 12h21min0s,23.966,0.0,
3143,11/24/22 12h22min0s,23.966,0.0,
3144,11/24/22 12h23min0s,23.966,0.0,
3145,11/24/22 12h24min0s,23.966,0.0,
3146,11/24/22 12h25min0s,23.966,0.0,
3147,11/24/22 12h26min0s,23.966,0.0,
3148,11/24/22 12h27min0s,23.966,0.0,
3149,11/24/22 12h28min0s,23.966,0.0,
3150,11/24/22 12h29min0s,23.966,0.0,
3151,11/24/22 12h30min0s,23.966,0.0,
3152,11/24/22 12h31min0s,23.966,0.0,
3153,11/24/22 12h32min0s,23.966,0.0,
3154,11/24/22 12h33min0s,23.966,0.0,
3155,11/24/22 12h34min0s,23.966,0.0,
3156,11/24/22 12h35min0s,23.966,0.0,
3157,11/24/22 12h36min0s,23.966,0.0,
3158,11/24/22 12h37min0s,23.966,0.0,
3159,11/24/22 12h38min0s,23.966,0.0,
3160,11/24/22 12h39min0s,23.966,0.0,
3161,11/24/22 12h40min0s,23.966,0.0,
3162,11/24/22 12h41min0s,23.966,0.0,
3163,11/24/22 12h42min0s,23.966,0.0,
3164,11/24/22 12h43min0s,23.966,0.0,
3165,11/24/22 12h44min0s,23.966,0.0,
3166,11/24/22 12h45min0s,23.966,0.0,
3167,11/24/22 12h46min0s,23.966,0.0,
3168,11/24/22 12h47min0s,23.966,0.0,
3169,11/24/22 12h48min0s,23.966,0.0,
3170,11/24/22 12h49min0s,23.966,0.0,
3171,11/24/22 12h50min0s,24.062,0.0,
3172,11/24/22 12h51min0s,24.062,0.0,
3173,11/24/22 12h52min0s,24.062,0.0,
3174,11/24/22 12h53min0s,24.062,0.0,
3175,11/24/22 12h54min0s,24.062,0.0,
3176,11/24/22 12h55min0s,24.062,0.0,
3177,11/24/22 12h56min0s,24.062,0.0,
3178,11/24/22 12h57min0s,24.062,0.0,
3179,11/24/22 12h58min0s,24.158,0.0,
3180,11/24/22 12h59min0s,24.158,0.0,
3181,11/24/22 01h0min0s,24.158,0.0,
3182,11/24/22 01h1min0s,24.158,0.0,
3183,11/24/22 01h2min0s,24.158,0.0,
3184,11/24/22 01h3min0s,24.158,0.0,
3185,11/24/22 01h4min0s,24.158,0.0,
3186,11/24/22 01h5min0s,24.158,0.0,
3187,11/24/22 01h6min0s,24.255,0.0,
3188,11/24/22 01h7min0s,24.255,0.0,
3189,11/24/22 01h8min0s,24.255,0.0,
3190,11/24/22 01h9min0s,24.255,0.0,
3191,11/24/22 01h10min0s,24.255,0.0,
3192,11/24/22 01h11min0s,24.255,0.0,
3193,11/24/22 01h12min0s,24.255,0.0,
3194,11/24/22 01h13min0s,24.255,0.0,
3195,11/24/22 01h14min0s,24.351,0.0,
3196,11/24/22 01h15min0s,24.351,0.0,
3197,11/24/22 01h16min0s,24.351,0.0,
3198,11/24/22 01h17min0s,24.351,0.0,
3199,11/24/22 01h18min0s,24.351,0.0,
3200,11/24/22 01h19min0s,24.351,1.0,
3201,11/24/22 01h20min0s,24.351,0.0,
3202,11/24/22 01h21min0s,24.351,0.0,
3203,11/24/22 01h22min0s,24.351,0.0,
3204,11/24/22 01h23min0s,24.351,0.0,
3205,11/24/22 01h24min0s,24.351,0.0,
3206,11/24/22 01h25min0s,24.351,0.0,
3207,11/24/22 01h26min0s,24.351,0.0,
3208,11/24/22 01h27min0s,24.351,0.0,
3209,11/24/22 01h28min0s,24.351,0.0,
3210,11/24/22 01h29min0s,24.351,1.0,
3211,11/24/22 01h30min0s,24.351,1.0,
3212,11/24/22 01h31min0s,24.351,1.0,
3213,11/24/22 01h32min0s,24.351,0.0,
3214,11/24/22 01h33min0s,24.351,0.0,
3215,11/24/22 01h34min0s,24.351,0.0,
3216,11/24/22 01h35min0s,24.351,0.0,
3217,11/24/22 01h36min0s,24.351,0.0,
3218,11/24/22 01h37min0s,24.351,0.0,
3219,11/24/22 01h38min0s,24.351,0.0,
3220,11/24/22 01h39min0s,24.255,0.0,
3221,11/24/22 01h40min0s,24.255,0.0,
3222,11/24/22 01h41min0s,24.255,0.0,
3223,11/24/22 01h42min0s,24.158,0.0,
3224,11/24/22 01h43min0s,24.158,0.0,
3225,11/24/22 01h44min0s,24.158,0.0,
3226,11/24/22 01h45min0s,24.158,0.0,
3227,11/24/22 01h46min0s,24.158,0.0,
3228,11/24/22 01h47min0s,24.158,0.0,
3229,11/24/22 01h48min0s,24.158,0.0,
3230,11/24/22 01h49min0s,24.062,0.0,
3231,11/24/22 01h50min0s,24.062,0.0,
3232,11/24/22 01h51min0s,24.062,0.0,
3233,11/24/22 01h52min0s,24.062,0.0,
3234,11/24/22 01h53min0s,24.062,0.0,
3235,11/24/22 01h54min0s,24.062,0.0,
3236,11/24/22 01h55min0s,24.062,0.0,
3237,11/24/22 01h56min0s,24.062,0.0,
3238,11/24/22 01h57min0s,24.062,0.0,
3239,11/24/22 01h58min0s,24.062,0.0,
3240,11/24/22 01h59min0s,24.062,0.0,
3241,11/24/22 02h0min0s,24.062,1.0,
3242,11/24/22 02h1min0s,24.062,1.0,
3243,11/24/22 02h2min0s,24.062,1.0,
3244,11/24/22 02h3min0s,24.062,1.0,
3245,11/24/22 02h4min0s,24.062,1.0,
3246,11/24/22 02h5min0s,24.062,1.0,
3247,11/24/22 02h6min0s,24.158,1.0,
3248,11/24/22 02h7min0s,24.062,0.0,
3249,11/24/22 02h8min0s,24.158,0.0,
3250,11/24/22 02h9min0s,24.158,0.0,
3251,11/24/22 02h10min0s,24.158,0.0,
3252,11/24/22 02h11min0s,24.062,0.0,
3253,11/24/22 02h12min0s,24.062,0.0,
3254,11/24/22 02h13min0s,24.062,0.0,
3255,11/24/22 02h14min0s,24.062,0.0,
3256,11/24/22 02h15min0s,24.062,0.0,
3257,11/24/22 02h16min0s,24.062,0.0,
3258,11/24/22 02h17min0s,24.062,1.0,
3259,11/24/22 02h18min0s,24.062,1.0,
3260,11/24/22 02h19min0s,23.966,2.0,
3261,11/24/22 02h20min0s,23.966,2.0,
3262,11/24/22 02h21min0s,23.966,2.0,
3263,11/24/22 02h22min0s,23.966,2.0,
3264,11/24/22 02h23min0s,23.966,2.0,
3265,11/24/22 02h24min0s,23.966,2.0,
3266,11/24/22 02h25min0s,23.966,2.0,
3267,11/24/22 02h26min0s,23.966,2.0,
3268,11/24/22 02h27min0s,23.966,2.0,
3269,11/24/22 02h28min0s,23.966,2.0,
3270,11/24/22 02h29min0s,23.966,2.0,
3271,11/24/22 02h30min0s,23.966,2.0,
3272,11/24/22 02h31min0s,23.966,2.0,
3273,11/24/22 02h32min0s,24.062,3.0,
3274,11/24/22 02h33min0s,24.062,3.0,
3275,11/24/22 02h34min0s,24.062,2.0,
3276,11/24/22 02h35min0s,24.062,2.0,
3277,11/24/22 02h36min0s,24.062,2.0,
3278,11/24/22 02h37min0s,24.062,2.0,
3279,11/24/22 02h38min0s,24.062,2.0,
3280,11/24/22 02h39min0s,24.062,2.0,
3281,11/24/22 02h40min0s,24.158,2.0,
3282,11/24/22 02h41min0s,24.158,3.0,
3283,11/24/22 02h42min0s,24.158,2.0,
3284,11/24/22 02h43min0s,24.158,2.0,
3285,11/24/22 02h44min0s,24.158,1.0,
3286,11/24/22 02h45min0s,24.158,0.0,
3287,11/24/22 02h46min0s,24.158,1.0,
3288,11/24/22 02h47min0s,24.158,1.0,
3289,11/24/22 02h48min0s,24.158,1.0,
3290,11/24/22 02h49min0s,24.158,1.0,
3291,11/24/22 02h50min0s,24.158,1.0,
3292,11/24/22 02h51min0s,24.158,1.0,
3293,11/24/22 02h52min0s,24.255,1.0,
3294,11/24/22 02h53min0s,24.158,1.0,
3295,11/24/22 02h54min0s,24.158,0.0,
3296,11/24/22 02h55min0s,24.255,0.0,
3297,11/24/22 02h56min0s,24.255,0.0,
3298,11/24/22 02h57min0s,24.255,0.0,
3299,11/24/22 02h58min0s,24.158,0.0,
3300,11/24/22 02h59min0s,24.158,0.0,
3301,11/24/22 03h0min0s,24.158,0.0,
3302,11/24/22 03h1min0s,24.158,0.0,
3303,11/24/22 03h2min0s,24.158,0.0,
3304,11/24/22 03h3min0s,24.158,0.0,
3305,11/24/22 03h4min0s,24.158,0.0,
3306,11/24/22 03h5min0s,24.158,0.0,
3307,11/24/22 03h6min0s,24.158,0.0,
3308,11/24/22 03h7min0s,24.158,0.0,
3309,11/24/22 03h8min0s,24.158,0.0,
3310,11/24/22 03h9min0s,24.158,0.0,
3311,11/24/22 03h10min0s,24.158,0.0,
3312,11/24/22 03h11min0s,24.158,0.0,
3313,11/24/22 03h12min0s,24.158,0.0,
3314,11/24/22 03h13min0s,24.158,0.0,
3315,11/24/22 03h14min0s,24.158,0.0,
3316,11/24/22 03h15min0s,24.062,0.0,
3317,11/24/22 03h16min0s,24.062,0.0,
3318,11/24/22 03h17min0s,24.062,0.0,
3319,11/24/22 03h18min0s,24.062,0.0,
3320,11/24/22 03h19min0s,24.062,0.0,
3321,11/24/22 03h20min0s,24.062,0.0,
3322,11/24/22 03h21min0s,24.062,0.0,
3323,11/24/22 03h22min0s,24.062,0.0,
3324,11/24/22 03h23min0s,24.062,0.0,
3325,11/24/22 03h24min0s,24.062,0.0,
3326,11/24/22 03h25min0s,23.966,0.0,
3327,11/24/22 03h26min0s,24.062,0.0,
3328,11/24/22 03h27min0s,23.966,0.0,
3329,11/24/22 03h28min0s,23.966,0.0,
3330,11/24/22 03h29min0s,23.966,0.0,
3331,11/24/22 03h30min0s,23.966,0.0,
3332,11/24/22 03h31min0s,23.966,0.0,
3333,11/24/22 03h32min0s,23.966,0.0,
3334,11/24/22 03h33min0s,23.966,0.0,
3335,11/24/22 03h34min0s,23.966,0.0,
3336,11/24/22 03h35min0s,24.062,0.0,
3337,11/24/22 03h36min0s,24.062,0.0,
3338,11/24/22 03h37min0s,24.062,0.0,
3339,11/24/22 03h38min0s,24.062,0.0,
3340,11/24/22 03h39min0s,24.062,0.0,
3341,11/24/22 03h40min0s,24.062,0.0,
3342,11/24/22 03h41min0s,24.062,0.0,
3343,11/24/22 03h42min0s,24.062,0.0,
3344,11/24/22 03h43min0s,24.062,0.0,
3345,11/24/22 03h44min0s,24.062,0.0,
3346,11/24/22 03h45min0s,24.062,0.0,
3347,11/24/22 03h46min0s,24.062,0.0,
3348,11/24/22 03h47min0s,24.062,0.0,
3349,11/24/22 03h48min0s,24.062,0.0,
3350,11/24/22 03h49min0s,24.062,0.0,
3351,11/24/22 03h50min0s,24.062,0.0,
3352,11/24/22 03h51min0s,23.966,0.0,
3353,11/24/22 03h52min0s,23.966,0.0,
3354,11/24/22 03h53min0s,23.966,0.0,
3355,11/24/22 03h54min0s,23.966,0.0,
3356,11/24/22 03h55min0s,23.966,0.0,
3357,11/24/22 03h56min0s,23.966,0.0,
3358,11/24/22 03h57min0s,23.966,0.0,
3359,11/24/22 03h58min0s,23.966,0.0,
3360,11/24/22 03h59min0s,23.966,0.0,
3361,11/24/22 04h0min0s,24.062,0.0,
3362,11/24/22 04h1min0s,23.966,0.0,
3363,11/24/22 04h2min0s,24.062,0.0,
3364,11/24/22 04h3min0s,24.062,0.0,
3365,11/24/22 04h4min0s,24.062,0.0,
3366,11/24/22 04h5min0s,24.062,0.0,
3367,11/24/22 04h6min0s,24.062,0.0,
3368,11/24/22 04h7min0s,24.062,0.0,
3369,11/24/22 04h8min0s,24.062,0.0,
3370,11/24/22 04h9min0s,24.062,0.0,
3371,11/24/22 04h10min0s,24.062,0.0,
3372,11/24/22 04h11min0s,24.062,0.0,
3373,11/24/22 04h12min0s,23.966,0.0,
3374,11/24/22 04h13min0s,23.966,0.0,
3375,11/24/22 04h14min0s,23.966,0.0,
3376,11/24/22 04h15min0s,24.062,0.0,
3377,11/24/22 04h16min0s,23.966,0.0,
3378,11/24/22 04h17min0s,23.966,0.0,
3379,11/24/22 04h18min0s,23.966,0.0,
3380,11/24/22 04h19min0s,23.966,0.0,
3381,11/24/22 04h20min0s,23.966,0.0,
3382,11/24/22 04h21min0s,23.966,0.0,
3383,11/24/22 04h22min0s,23.966,0.0,
3384,11/24/22 04h23min0s,23.966,0.0,
3385,11/24/22 04h24min0s,23.966,0.0,
3386,11/24/22 04h25min0s,23.966,0.0,
3387,11/24/22 04h26min0s,23.966,0.0,
3388,11/24/22 04h27min0s,23.966,0.0,
3389,11/24/22 04h28min0s,23.966,0.0,
3390,11/24/22 04h29min0s,23.966,0.0,
3391,11/24/22 04h30min0s,23.966,0.0,
3392,11/24/22 04h31min0s,23.966,0.0,
3393,11/24/22 04h32min0s,23.966,0.0,
3394,11/24/22 04h33min0s,23.966,0.0,
3395,11/24/22 04h34min0s,23.966,0.0,
3396,11/24/22 04h35min0s,23.966,0.0,
3397,11/24/22 04h36min0s,23.966,0.0,
3398,11/24/22 04h37min0s,23.966,0.0,
3399,11/24/22 04h38min0s,23.966,0.0,
3400,11/24/22 04h39min0s,23.966,0.0,
3401,11/24/22 04h40min0s,23.966,0.0,
3402,11/24/22 04h41min0s,23.966,0.0,
3403,11/24/22 04h42min0s,23.966,0.0,
3404,11/24/22 04h43min0s,23.966,0.0,
3405,11/24/22 04h44min0s,23.966,0.0,
3406,11/24/22 04h45min0s,23.966,0.0,
3407,11/24/22 04h46min0s,23.966,0.0,
3408,11/24/22 04h47min0s,23.966,0.0,
3409,11/24/22 04h48min0s,23.966,0.0,
3410,11/24/22 04h49min0s,23.966,0.0,
3411,11/24/22 04h50min0s,23.966,0.0,
3412,11/24/22 04h51min0s,23.966,0.0,
3413,11/24/22 04h52min0s,23.966,0.0,
3414,11/24/22 04h53min0s,23.966,0.0,
3415,11/24/22 04h54min0s,23.966,0.0,
3416,11/24/22 04h55min0s,23.966,0.0,
3417,11/24/22 04h56min0s,23.966,0.0,
3418,11/24/22 04h57min0s,23.966,0.0,
3419,11/24/22 04h58min0s,23.966,0.0,
3420,11/24/22 04h59min0s,23.966,0.0,
3421,11/24/22 05h0min0s,23.966,0.0,
3422,11/24/22 05h1min0s,23.966,0.0,
3423,11/24/22 05h2min0s,23.966,0.0,
3424,11/24/22 05h3min0s,23.966,0.0,
3425,11/24/22 05h4min0s,23.966,0.0,
3426,11/24/22 05h5min0s,23.966,0.0,
3427,11/24/22 05h6min0s,23.966,0.0,
3428,11/24/22 05h7min0s,23.966,0.0,
3429,11/24/22 05h8min0s,23.966,0.0,
3430,11/24/22 05h9min0s,23.966,0.0,
3431,11/24/22 05h10min0s,23.966,0.0,
3432,11/24/22 05h11min0s,23.966,0.0,
3433,11/24/22 05h12min0s,23.966,0.0,
3434,11/24/22 05h13min0s,23.966,0.0,
3435,11/24/22 05h14min0s,23.966,0.0,
3436,11/24/22 05h15min0s,23.966,0.0,
3437,11/24/22 05h16min0s,23.869,0.0,
3438,11/24/22 05h17min0s,23.869,0.0,
3439,11/24/22 05h18min0s,23.869,0.0,
3440,11/24/22 05h19min0s,23.869,0.0,
3441,11/24/22 05h20min0s,23.869,0.0,
3442,11/24/22 05h21min0s,23.869,0.0,
3443,11/24/22 05h22min0s,23.869,0.0,
3444,11/24/22 05h23min0s,23.869,0.0,
3445,11/24/22 05h24min0s,23.869,0.0,
3446,11/24/22 05h25min0s,23.869,0.0,
3447,11/24/22 05h26min0s,23.869,0.0,
3448,11/24/22 05h27min0s,23.869,0.0,
3449,11/24/22 05h28min0s,23.869,0.0,
3450,11/24/22 05h29min0s,23.869,0.0,
3451,11/24/22 05h30min0s,23.869,0.0,
3452,11/24/22 05h31min0s,23.869,0.0,
3453,11/24/22 05h32min0s,23.869,0.0,
3454,11/24/22 05h33min0s,23.869,0.0,
3455,11/24/22 05h34min0s,23.869,0.0,
3456,11/24/22 05h35min0s,23.869,0.0,
3457,11/24/22 05h36min0s,23.869,0.0,
3458,11/24/22 05h37min0s,23.869,0.0,
3459,11/24/22 05h38min0s,23.869,0.0,
3460,11/24/22 05h39min0s,23.869,0.0,
3461,11/24/22 05h40min0s,23.869,0.0,
3462,11/24/22 05h41min0s,23.869,0.0,Registado
