"Título do Desenho: controle 1"
"#","Data Hora, GMT-02:00","Temp., °C (LGR S/N: 20055113, SEN S/N: 20055113)","Intensidade, lum/ft² (LGR S/N: 20055113, SEN S/N: 20055113)","Fim Do Ficheiro (LGR S/N: 20055113)"
1148,11/23/22 03h7min0s,23.196,0.0,
1149,11/23/22 03h8min0s,23.196,0.0,
1150,11/23/22 03h9min0s,23.196,0.0,
1151,11/23/22 03h10min0s,23.196,0.0,
1152,11/23/22 03h11min0s,23.292,0.0,
1153,11/23/22 03h12min0s,23.292,0.0,
1154,11/23/22 03h13min0s,23.292,0.0,
1155,11/23/22 03h14min0s,23.292,0.0,
1156,11/23/22 03h15min0s,23.388,0.0,
1157,11/23/22 03h16min0s,23.388,0.0,
1158,11/23/22 03h17min0s,23.388,0.0,
1159,11/23/22 03h18min0s,23.388,0.0,
1160,11/23/22 03h19min0s,23.388,0.0,
1161,11/23/22 03h20min0s,23.484,0.0,
1162,11/23/22 03h21min0s,23.484,0.0,
1163,11/23/22 03h22min0s,23.484,0.0,
1164,11/23/22 03h23min0s,23.581,0.0,
1165,11/23/22 03h24min0s,23.581,0.0,
1166,11/23/22 03h25min0s,23.581,0.0,
1167,11/23/22 03h26min0s,23.581,0.0,
1168,11/23/22 03h27min0s,23.677,0.0,
1169,11/23/22 03h28min0s,23.677,0.0,
1170,11/23/22 03h29min0s,23.581,0.0,
1171,11/23/22 03h30min0s,23.581,0.0,
1172,11/23/22 03h31min0s,23.581,0.0,
1173,11/23/22 03h32min0s,23.484,0.0,
1174,11/23/22 03h33min0s,23.484,0.0,
1175,11/23/22 03h34min0s,23.388,0.0,
1176,11/23/22 03h35min0s,23.388,0.0,
1177,11/23/22 03h36min0s,23.292,0.0,
1178,11/23/22 03h37min0s,23.292,0.0,
1179,11/23/22 03h38min0s,23.196,0.0,
1180,11/23/22 03h39min0s,23.196,0.0,
1181,11/23/22 03h40min0s,23.100,0.0,
1182,11/23/22 03h41min0s,23.100,0.0,
1183,11/23/22 03h42min0s,23.100,0.0,
1184,11/23/22 03h43min0s,23.100,0.0,
1185,11/23/22 03h44min0s,23.100,0.0,
1186,11/23/22 03h45min0s,23.100,0.0,
1187,11/23/22 03h46min0s,23.100,0.0,
1188,11/23/22 03h47min0s,23.100,0.0,
1189,11/23/22 03h48min0s,23.100,0.0,
1190,11/23/22 03h49min0s,23.196,0.0,
1191,11/23/22 03h50min0s,23.196,0.0,
1192,11/23/22 03h51min0s,23.196,0.0,
1193,11/23/22 03h52min0s,23.196,0.0,
1194,11/23/22 03h53min0s,23.196,0.0,
1195,11/23/22 03h54min0s,23.292,0.0,
1196,11/23/22 03h55min0s,23.292,0.0,
1197,11/23/22 03h56min0s,23.292,0.0,
1198,11/23/22 03h57min0s,23.388,0.0,
1199,11/23/22 03h58min0s,23.388,0.0,
1200,11/23/22 03h59min0s,23.388,0.0,
1201,11/23/22 04h0min0s,23.388,0.0,
1202,11/23/22 04h1min0s,23.484,0.0,
1203,11/23/22 04h2min0s,23.484,0.0,
1204,11/23/22 04h3min0s,23.484,0.0,
1205,11/23/22 04h4min0s,23.484,0.0,
1206,11/23/22 04h5min0s,23.581,0.0,
1207,11/23/22 04h6min0s,23.581,0.0,
1208,11/23/22 04h7min0s,23.581,0.0,
1209,11/23/22 04h8min0s,23.581,0.0,
1210,11/23/22 04h9min0s,23.581,0.0,
1211,11/23/22 04h10min0s,23.581,0.0,
1212,11/23/22 04h11min0s,23.581,0.0,
1213,11/23/22 04h12min0s,23.581,0.0,
1214,11/23/22 04h13min0s,23.484,0.0,
1215,11/23/22 04h14min0s,23.484,0.0,
1216,11/23/22 04h15min0s,23.388,0.0,
1217,11/23/22 04h16min0s,23.388,0.0,
1218,11/23/22 04h17min0s,23.388,0.0,
1219,11/23/22 04h18min0s,23.292,0.0,
1220,11/23/22 04h19min0s,23.292,0.0,
1221,11/23/22 04h20min0s,23.196,0.0,
1222,11/23/22 04h21min0s,23.196,0.0,
1223,11/23/22 04h22min0s,23.196,0.0,
1224,11/23/22 04h23min0s,23.100,0.0,
1225,11/23/22 04h24min0s,23.100,0.0,
1226,11/23/22 04h25min0s,23.100,0.0,
1227,11/23/22 04h26min0s,23.100,0.0,
1228,11/23/22 04h27min0s,23.196,0.0,
1229,11/23/22 04h28min0s,23.196,0.0,
1230,11/23/22 04h29min0s,23.196,0.0,
1231,11/23/22 04h30min0s,23.196,0.0,
1232,11/23/22 04h31min0s,23.196,0.0,
1233,11/23/22 04h32min0s,23.196,0.0,
1234,11/23/22 04h33min0s,23.292,0.0,
1235,11/23/22 04h34min0s,23.292,0.0,
1236,11/23/22 04h35min0s,23.292,0.0,
1237,11/23/22 04h36min0s,23.292,0.0,
1238,11/23/22 04h37min0s,23.388,0.0,
1239,11/23/22 04h38min0s,23.388,0.0,
1240,11/23/22 04h39min0s,23.388,0.0,
1241,11/23/22 04h40min0s,23.388,0.0,
1242,11/23/22 04h41min0s,23.388,0.0,
1243,11/23/22 04h42min0s,23.484,0.0,
1244,11/23/22 04h43min0s,23.484,0.0,
1245,11/23/22 04h44min0s,23.484,0.0,
1246,11/23/22 04h45min0s,23.484,0.0,
1247,11/23/22 04h46min0s,23.581,0.0,
1248,11/23/22 04h47min0s,23.581,0.0,
1249,11/23/22 04h48min0s,23.581,0.0,
1250,11/23/22 04h49min0s,23.581,0.0,
1251,11/23/22 04h50min0s,23.581,0.0,
1252,11/23/22 04h51min0s,23.677,0.0,
1253,11/23/22 04h52min0s,23.677,0.0,
1254,11/23/22 04h53min0s,23.677,0.0,
1255,11/23/22 04h54min0s,23.677,0.0,
1256,11/23/22 04h55min0s,23.773,0.0,
1257,11/23/22 04h56min0s,23.773,0.0,
1258,11/23/22 04h57min0s,23.773,0.0,
1259,11/23/22 04h58min0s,23.773,0.0,
1260,11/23/22 04h59min0s,23.773,0.0,
1261,11/23/22 05h0min0s,23.773,0.0,
1262,11/23/22 05h1min0s,23.677,0.0,
1263,11/23/22 05h2min0s,23.677,0.0,
1264,11/23/22 05h3min0s,23.581,0.0,
1265,11/23/22 05h4min0s,23.484,0.0,
1266,11/23/22 05h5min0s,23.484,0.0,
1267,11/23/22 05h6min0s,23.388,0.0,
1268,11/23/22 05h7min0s,23.292,0.0,
1269,11/23/22 05h8min0s,23.292,0.0,
1270,11/23/22 05h9min0s,23.196,0.0,
1271,11/23/22 05h10min0s,23.196,0.0,
1272,11/23/22 05h11min0s,23.196,0.0,
1273,11/23/22 05h12min0s,23.196,0.0,
1274,11/23/22 05h13min0s,23.196,0.0,
1275,11/23/22 05h14min0s,23.196,0.0,
1276,11/23/22 05h15min0s,23.100,0.0,
1277,11/23/22 05h16min0s,23.196,0.0,
1278,11/23/22 05h17min0s,23.196,0.0,
1279,11/23/22 05h18min0s,23.196,0.0,
1280,11/23/22 05h19min0s,23.196,0.0,
1281,11/23/22 05h20min0s,23.196,0.0,
1282,11/23/22 05h21min0s,23.196,0.0,
1283,11/23/22 05h22min0s,23.196,0.0,
1284,11/23/22 05h23min0s,23.292,0.0,
1285,11/23/22 05h24min0s,23.292,0.0,
1286,11/23/22 05h25min0s,23.292,0.0,
1287,11/23/22 05h26min0s,23.388,0.0,
1288,11/23/22 05h27min0s,23.388,0.0,
1289,11/23/22 05h28min0s,23.388,0.0,
1290,11/23/22 05h29min0s,23.388,0.0,
1291,11/23/22 05h30min0s,23.484,0.0,
1292,11/23/22 05h31min0s,23.484,0.0,
1293,11/23/22 05h32min0s,23.484,0.0,
1294,11/23/22 05h33min0s,23.484,0.0,
1295,11/23/22 05h34min0s,23.581,0.0,
1296,11/23/22 05h35min0s,23.581,0.0,
1297,11/23/22 05h36min0s,23.581,0.0,
1298,11/23/22 05h37min0s,23.581,0.0,
1299,11/23/22 05h38min0s,23.677,0.0,
1300,11/23/22 05h39min0s,23.677,0.0,
1301,11/23/22 05h40min0s,23.677,0.0,
1302,11/23/22 05h41min0s,23.677,0.0,
1303,11/23/22 05h42min0s,23.773,0.0,
1304,11/23/22 05h43min0s,23.773,0.0,
1305,11/23/22 05h44min0s,23.773,0.0,
1306,11/23/22 05h45min0s,23.773,0.0,
1307,11/23/22 05h46min0s,23.773,0.0,
1308,11/23/22 05h47min0s,23.869,0.0,
1309,11/23/22 05h48min0s,23.773,0.0,
1310,11/23/22 05h49min0s,23.773,0.0,
1311,11/23/22 05h50min0s,23.773,0.0,
1312,11/23/22 05h51min0s,23.677,0.0,
1313,11/23/22 05h52min0s,23.677,0.0,
1314,11/23/22 05h53min0s,23.581,0.0,
1315,11/23/22 05h54min0s,23.484,0.0,
1316,11/23/22 05h55min0s,23.484,0.0,
1317,11/23/22 05h56min0s,23.388,0.0,
1318,11/23/22 05h57min0s,23.292,0.0,
1319,11/23/22 05h58min0s,23.292,0.0,
1320,11/23/22 05h59min0s,23.196,0.0,
1321,11/23/22 06h0min0s,23.196,0.0,
1322,11/23/22 06h1min0s,23.196,0.0,
1323,11/23/22 06h2min0s,23.100,0.0,
1324,11/23/22 06h3min0s,23.100,0.0,
1325,11/23/22 06h4min0s,23.100,0.0,
1326,11/23/22 06h5min0s,23.100,0.0,
1327,11/23/22 06h6min0s,23.196,0.0,
1328,11/23/22 06h7min0s,23.196,0.0,
1329,11/23/22 06h8min0s,23.196,0.0,
1330,11/23/22 06h9min0s,23.196,0.0,
1331,11/23/22 06h10min0s,23.196,0.0,
1332,11/23/22 06h11min0s,23.196,0.0,
1333,11/23/22 06h12min0s,23.292,0.0,
1334,11/23/22 06h13min0s,23.292,0.0,
1335,11/23/22 06h14min0s,23.292,0.0,
1336,11/23/22 06h15min0s,23.292,0.0,
1337,11/23/22 06h16min0s,23.388,0.0,
1338,11/23/22 06h17min0s,23.388,0.0,
1339,11/23/22 06h18min0s,23.388,0.0,
1340,11/23/22 06h19min0s,23.484,0.0,
1341,11/23/22 06h20min0s,23.484,0.0,
1342,11/23/22 06h21min0s,23.484,0.0,
1343,11/23/22 06h22min0s,23.581,0.0,
1344,11/23/22 06h23min0s,23.581,0.0,
1345,11/23/22 06h24min0s,23.677,0.0,
1346,11/23/22 06h25min0s,23.677,0.0,
1347,11/23/22 06h26min0s,23.773,0.0,
1348,11/23/22 06h27min0s,23.773,0.0,
1349,11/23/22 06h28min0s,23.869,0.0,
1350,11/23/22 06h29min0s,23.966,0.0,
1351,11/23/22 06h30min0s,23.966,0.0,
1352,11/23/22 06h31min0s,24.062,0.0,
1353,11/23/22 06h32min0s,24.062,0.0,
1354,11/23/22 06h33min0s,24.158,0.0,
1355,11/23/22 06h34min0s,24.158,0.0,
1356,11/23/22 06h35min0s,24.158,0.0,
1357,11/23/22 06h36min0s,24.158,0.0,
1358,11/23/22 06h37min0s,24.255,0.0,
1359,11/23/22 06h38min0s,24.255,0.0,
1360,11/23/22 06h39min0s,24.255,0.0,
1361,11/23/22 06h40min0s,24.255,0.0,
1362,11/23/22 06h41min0s,24.255,0.0,
1363,11/23/22 06h42min0s,24.255,0.0,
1364,11/23/22 06h43min0s,24.255,0.0,
1365,11/23/22 06h44min0s,24.255,0.0,
1366,11/23/22 06h45min0s,24.255,0.0,
1367,11/23/22 06h46min0s,24.255,0.0,
1368,11/23/22 06h47min0s,24.158,0.0,
1369,11/23/22 06h48min0s,24.158,0.0,
1370,11/23/22 06h49min0s,24.158,0.0,
1371,11/23/22 06h50min0s,24.158,0.0,
1372,11/23/22 06h51min0s,24.158,0.0,
1373,11/23/22 06h52min0s,24.158,0.0,
1374,11/23/22 06h53min0s,24.158,0.0,
1375,11/23/22 06h54min0s,24.158,0.0,
1376,11/23/22 06h55min0s,24.158,0.0,
1377,11/23/22 06h56min0s,24.158,0.0,
1378,11/23/22 06h57min0s,24.158,0.0,
1379,11/23/22 06h58min0s,24.158,0.0,
1380,11/23/22 06h59min0s,24.158,0.0,
1381,11/23/22 07h0min0s,24.158,0.0,
1382,11/23/22 07h1min0s,24.158,0.0,
1383,11/23/22 07h2min0s,24.158,0.0,
1384,11/23/22 07h3min0s,24.158,0.0,
1385,11/23/22 07h4min0s,24.158,0.0,
1386,11/23/22 07h5min0s,24.255,0.0,
1387,11/23/22 07h6min0s,24.255,0.0,
1388,11/23/22 07h7min0s,24.158,0.0,
1389,11/23/22 07h8min0s,24.158,0.0,
1390,11/23/22 07h9min0s,24.158,0.0,
1391,11/23/22 07h10min0s,24.158,0.0,
1392,11/23/22 07h11min0s,24.158,0.0,
1393,11/23/22 07h12min0s,24.158,0.0,
1394,11/23/22 07h13min0s,24.158,0.0,
1395,11/23/22 07h14min0s,24.158,0.0,
1396,11/23/22 07h15min0s,24.158,0.0,
1397,11/23/22 07h16min0s,24.158,0.0,
1398,11/23/22 07h17min0s,24.158,0.0,
1399,11/23/22 07h18min0s,24.158,0.0,
1400,11/23/22 07h19min0s,24.158,0.0,
1401,11/23/22 07h20min0s,24.158,0.0,
1402,11/23/22 07h21min0s,24.158,0.0,
1403,11/23/22 07h22min0s,24.158,0.0,
1404,11/23/22 07h23min0s,24.158,0.0,
1405,11/23/22 07h24min0s,24.158,0.0,
1406,11/23/22 07h25min0s,24.158,0.0,
1407,11/23/22 07h26min0s,24.158,0.0,
1408,11/23/22 07h27min0s,24.158,0.0,
1409,11/23/22 07h28min0s,24.158,0.0,
1410,11/23/22 07h29min0s,24.158,0.0,
1411,11/23/22 07h30min0s,24.158,0.0,
1412,11/23/22 07h31min0s,24.158,0.0,
1413,11/23/22 07h32min0s,24.158,0.0,
1414,11/23/22 07h33min0s,24.158,0.0,
1415,11/23/22 07h34min0s,24.158,0.0,
1416,11/23/22 07h35min0s,24.158,0.0,
1417,11/23/22 07h36min0s,24.158,0.0,
1418,11/23/22 07h37min0s,24.255,0.0,
1419,11/23/22 07h38min0s,24.255,0.0,
1420,11/23/22 07h39min0s,24.255,0.0,
1421,11/23/22 07h40min0s,24.255,0.0,
1422,11/23/22 07h41min0s,24.255,0.0,
1423,11/23/22 07h42min0s,24.351,0.0,
1424,11/23/22 07h43min0s,24.351,0.0,
1425,11/23/22 07h44min0s,24.351,0.0,
1426,11/23/22 07h45min0s,24.351,0.0,
1427,11/23/22 07h46min0s,24.351,0.0,
1428,11/23/22 07h47min0s,24.351,0.0,
1429,11/23/22 07h48min0s,24.351,0.0,
1430,11/23/22 07h49min0s,24.351,0.0,
1431,11/23/22 07h50min0s,24.255,0.0,
1432,11/23/22 07h51min0s,24.255,0.0,
1433,11/23/22 07h52min0s,24.255,0.0,
1434,11/23/22 07h53min0s,24.255,0.0,
1435,11/23/22 07h54min0s,24.255,0.0,
1436,11/23/22 07h55min0s,24.255,0.0,
1437,11/23/22 07h56min0s,24.255,0.0,
1438,11/23/22 07h57min0s,24.255,0.0,
1439,11/23/22 07h58min0s,24.351,0.0,
1440,11/23/22 07h59min0s,24.351,0.0,
1441,11/23/22 08h0min0s,24.351,0.0,
1442,11/23/22 08h1min0s,24.448,0.0,
1443,11/23/22 08h2min0s,24.448,0.0,
1444,11/23/22 08h3min0s,24.448,0.0,
1445,11/23/22 08h4min0s,24.448,0.0,
1446,11/23/22 08h5min0s,24.545,0.0,
1447,11/23/22 08h6min0s,24.545,0.0,
1448,11/23/22 08h7min0s,24.641,0.0,
1449,11/23/22 08h8min0s,24.641,0.0,
1450,11/23/22 08h9min0s,24.738,0.0,
1451,11/23/22 08h10min0s,24.738,0.0,
1452,11/23/22 08h11min0s,24.738,0.0,
1453,11/23/22 08h12min0s,24.738,0.0,
1454,11/23/22 08h13min0s,24.738,0.0,
1455,11/23/22 08h14min0s,24.738,0.0,
1456,11/23/22 08h15min0s,24.835,0.0,
1457,11/23/22 08h16min0s,24.835,0.0,
1458,11/23/22 08h17min0s,24.835,0.0,
1459,11/23/22 08h18min0s,24.835,0.0,
1460,11/23/22 08h19min0s,24.835,0.0,
1461,11/23/22 08h20min0s,24.835,0.0,
1462,11/23/22 08h21min0s,24.835,0.0,
1463,11/23/22 08h22min0s,24.835,0.0,
1464,11/23/22 08h23min0s,24.835,0.0,
1465,11/23/22 08h24min0s,24.835,0.0,
1466,11/23/22 08h25min0s,24.835,0.0,
1467,11/23/22 08h26min0s,24.835,0.0,
1468,11/23/22 08h27min0s,24.931,0.0,
1469,11/23/22 08h28min0s,24.931,0.0,
1470,11/23/22 08h29min0s,24.931,0.0,
1471,11/23/22 08h30min0s,24.931,0.0,
1472,11/23/22 08h31min0s,24.931,0.0,
1473,11/23/22 08h32min0s,24.931,0.0,
1474,11/23/22 08h33min0s,24.931,0.0,
1475,11/23/22 08h34min0s,24.931,0.0,
1476,11/23/22 08h35min0s,25.028,0.0,
1477,11/23/22 08h36min0s,25.028,0.0,
1478,11/23/22 08h37min0s,25.028,0.0,
1479,11/23/22 08h38min0s,25.125,0.0,
1480,11/23/22 08h39min0s,25.125,0.0,
1481,11/23/22 08h40min0s,25.125,0.0,
1482,11/23/22 08h41min0s,25.125,0.0,
1483,11/23/22 08h42min0s,25.125,0.0,
1484,11/23/22 08h43min0s,25.125,0.0,
1485,11/23/22 08h44min0s,25.222,0.0,
1486,11/23/22 08h45min0s,25.222,0.0,
1487,11/23/22 08h46min0s,25.222,0.0,
1488,11/23/22 08h47min0s,25.222,0.0,
1489,11/23/22 08h48min0s,25.222,0.0,
1490,11/23/22 08h49min0s,25.222,0.0,
1491,11/23/22 08h50min0s,25.222,0.0,
1492,11/23/22 08h51min0s,25.222,0.0,
1493,11/23/22 08h52min0s,25.222,0.0,
1494,11/23/22 08h53min0s,25.222,0.0,
1495,11/23/22 08h54min0s,25.222,0.0,
1496,11/23/22 08h55min0s,25.125,0.0,
1497,11/23/22 08h56min0s,25.125,0.0,
1498,11/23/22 08h57min0s,25.125,0.0,
1499,11/23/22 08h58min0s,25.125,0.0,
1500,11/23/22 08h59min0s,25.222,0.0,
1501,11/23/22 09h0min0s,25.222,0.0,
1502,11/23/22 09h1min0s,25.222,0.0,
1503,11/23/22 09h2min0s,25.222,0.0,
1504,11/23/22 09h3min0s,25.222,0.0,
1505,11/23/22 09h4min0s,25.222,0.0,
1506,11/23/22 09h5min0s,25.222,0.0,
1507,11/23/22 09h6min0s,25.222,0.0,
1508,11/23/22 09h7min0s,25.125,0.0,
1509,11/23/22 09h8min0s,25.125,0.0,
1510,11/23/22 09h9min0s,25.125,0.0,
1511,11/23/22 09h10min0s,25.125,0.0,
1512,11/23/22 09h11min0s,25.125,0.0,
1513,11/23/22 09h12min0s,25.125,0.0,
1514,11/23/22 09h13min0s,25.125,0.0,
1515,11/23/22 09h14min0s,25.125,0.0,
1516,11/23/22 09h15min0s,25.125,0.0,
1517,11/23/22 09h16min0s,25.125,0.0,
1518,11/23/22 09h17min0s,25.125,0.0,
1519,11/23/22 09h18min0s,25.125,0.0,
1520,11/23/22 09h19min0s,25.125,0.0,
1521,11/23/22 09h20min0s,25.125,0.0,
1522,11/23/22 09h21min0s,25.125,0.0,
1523,11/23/22 09h22min0s,25.125,0.0,
1524,11/23/22 09h23min0s,25.125,0.0,
1525,11/23/22 09h24min0s,25.125,0.0,
1526,11/23/22 09h25min0s,25.125,0.0,
1527,11/23/22 09h26min0s,25.028,0.0,
1528,11/23/22 09h27min0s,25.028,0.0,
1529,11/23/22 09h28min0s,25.028,0.0,
1530,11/23/22 09h29min0s,25.125,0.0,
1531,11/23/22 09h30min0s,25.125,0.0,
1532,11/23/22 09h31min0s,25.125,0.0,
1533,11/23/22 09h32min0s,25.028,0.0,
1534,11/23/22 09h33min0s,25.028,0.0,
1535,11/23/22 09h34min0s,25.028,0.0,
1536,11/23/22 09h35min0s,25.028,0.0,
1537,11/23/22 09h36min0s,25.028,0.0,
1538,11/23/22 09h37min0s,25.028,0.0,
1539,11/23/22 09h38min0s,25.028,0.0,
1540,11/23/22 09h39min0s,25.028,0.0,
1541,11/23/22 09h40min0s,25.028,0.0,
1542,11/23/22 09h41min0s,25.028,0.0,
1543,11/23/22 09h42min0s,25.028,0.0,
1544,11/23/22 09h43min0s,24.931,0.0,
1545,11/23/22 09h44min0s,24.931,0.0,
1546,11/23/22 09h45min0s,24.931,0.0,
1547,11/23/22 09h46min0s,24.931,0.0,
1548,11/23/22 09h47min0s,24.931,0.0,
1549,11/23/22 09h48min0s,24.835,0.0,
1550,11/23/22 09h49min0s,24.835,0.0,
1551,11/23/22 09h50min0s,24.835,0.0,
1552,11/23/22 09h51min0s,24.835,0.0,
1553,11/23/22 09h52min0s,24.835,0.0,
1554,11/23/22 09h53min0s,24.738,0.0,
1555,11/23/22 09h54min0s,24.738,0.0,
1556,11/23/22 09h55min0s,24.738,0.0,
1557,11/23/22 09h56min0s,24.738,0.0,
1558,11/23/22 09h57min0s,24.738,0.0,
1559,11/23/22 09h58min0s,24.738,0.0,
1560,11/23/22 09h59min0s,24.738,0.0,
1561,11/23/22 10h0min0s,24.641,0.0,
1562,11/23/22 10h1min0s,24.641,0.0,
1563,11/23/22 10h2min0s,24.641,0.0,
1564,11/23/22 10h3min0s,24.545,0.0,
1565,11/23/22 10h4min0s,24.545,0.0,
1566,11/23/22 10h5min0s,24.545,0.0,
1567,11/23/22 10h6min0s,24.448,0.0,
1568,11/23/22 10h7min0s,24.448,0.0,
1569,11/23/22 10h8min0s,24.448,0.0,
1570,11/23/22 10h9min0s,24.448,0.0,
1571,11/23/22 10h10min0s,24.351,0.0,
1572,11/23/22 10h11min0s,24.448,0.0,
1573,11/23/22 10h12min0s,24.448,0.0,
1574,11/23/22 10h13min0s,24.448,0.0,
1575,11/23/22 10h14min0s,24.448,0.0,
1576,11/23/22 10h15min0s,24.448,0.0,
1577,11/23/22 10h16min0s,24.545,0.0,
1578,11/23/22 10h17min0s,24.545,0.0,
1579,11/23/22 10h18min0s,24.545,0.0,
1580,11/23/22 10h19min0s,24.545,0.0,
1581,11/23/22 10h20min0s,24.545,0.0,
1582,11/23/22 10h21min0s,24.448,0.0,
1583,11/23/22 10h22min0s,24.545,0.0,
1584,11/23/22 10h23min0s,24.448,0.0,
1585,11/23/22 10h24min0s,24.448,0.0,
1586,11/23/22 10h25min0s,24.448,0.0,
1587,11/23/22 10h26min0s,24.448,0.0,
1588,11/23/22 10h27min0s,24.448,0.0,
1589,11/23/22 10h28min0s,24.448,0.0,
1590,11/23/22 10h29min0s,24.448,0.0,
1591,11/23/22 10h30min0s,24.448,0.0,
1592,11/23/22 10h31min0s,24.448,0.0,
1593,11/23/22 10h32min0s,24.351,0.0,
1594,11/23/22 10h33min0s,24.351,0.0,
1595,11/23/22 10h34min0s,24.351,0.0,
1596,11/23/22 10h35min0s,24.351,0.0,
1597,11/23/22 10h36min0s,24.351,0.0,
1598,11/23/22 10h37min0s,24.351,0.0,
1599,11/23/22 10h38min0s,24.351,0.0,
1600,11/23/22 10h39min0s,24.351,0.0,
1601,11/23/22 10h40min0s,24.351,0.0,
1602,11/23/22 10h41min0s,24.448,0.0,
1603,11/23/22 10h42min0s,24.448,0.0,
1604,11/23/22 10h43min0s,24.545,0.0,
1605,11/23/22 10h44min0s,24.545,0.0,
1606,11/23/22 10h45min0s,24.545,0.0,
1607,11/23/22 10h46min0s,24.545,0.0,
1608,11/23/22 10h47min0s,24.641,0.0,
1609,11/23/22 10h48min0s,24.641,0.0,
1610,11/23/22 10h49min0s,24.641,0.0,
1611,11/23/22 10h50min0s,24.641,0.0,
1612,11/23/22 10h51min0s,24.641,0.0,
1613,11/23/22 10h52min0s,24.738,0.0,
1614,11/23/22 10h53min0s,24.738,0.0,
1615,11/23/22 10h54min0s,24.738,0.0,
1616,11/23/22 10h55min0s,24.738,0.0,
1617,11/23/22 10h56min0s,24.738,0.0,
1618,11/23/22 10h57min0s,24.738,0.0,
1619,11/23/22 10h58min0s,24.738,0.0,
1620,11/23/22 10h59min0s,24.738,0.0,
1621,11/23/22 11h0min0s,24.738,0.0,
1622,11/23/22 11h1min0s,24.738,0.0,
1623,11/23/22 11h2min0s,24.738,0.0,
1624,11/23/22 11h3min0s,24.738,0.0,
1625,11/23/22 11h4min0s,24.738,0.0,
1626,11/23/22 11h5min0s,24.835,0.0,
1627,11/23/22 11h6min0s,24.835,0.0,
1628,11/23/22 11h7min0s,24.835,0.0,
1629,11/23/22 11h8min0s,24.835,0.0,
1630,11/23/22 11h9min0s,24.835,0.0,
1631,11/23/22 11h10min0s,24.835,0.0,
1632,11/23/22 11h11min0s,24.835,0.0,
1633,11/23/22 11h12min0s,24.931,0.0,
1634,11/23/22 11h13min0s,24.931,0.0,
1635,11/23/22 11h14min0s,24.931,0.0,
1636,11/23/22 11h15min0s,24.931,0.0,
1637,11/23/22 11h16min0s,24.931,0.0,
1638,11/23/22 11h17min0s,24.931,0.0,
1639,11/23/22 11h18min0s,24.931,0.0,
1640,11/23/22 11h19min0s,24.931,0.0,
1641,11/23/22 11h20min0s,24.931,0.0,
1642,11/23/22 11h21min0s,25.028,0.0,
1643,11/23/22 11h22min0s,25.028,0.0,
1644,11/23/22 11h23min0s,25.028,0.0,
1645,11/23/22 11h24min0s,25.028,0.0,
1646,11/23/22 11h25min0s,25.125,0.0,
1647,11/23/22 11h26min0s,25.125,0.0,
1648,11/23/22 11h27min0s,25.125,0.0,
1649,11/23/22 11h28min0s,25.222,0.0,
1650,11/23/22 11h29min0s,25.222,0.0,
1651,11/23/22 11h30min0s,25.222,0.0,
1652,11/23/22 11h31min0s,25.319,0.0,
1653,11/23/22 11h32min0s,25.319,0.0,
1654,11/23/22 11h33min0s,25.319,0.0,
1655,11/23/22 11h34min0s,25.319,0.0,
1656,11/23/22 11h35min0s,25.319,0.0,
1657,11/23/22 11h36min0s,25.319,0.0,
1658,11/23/22 11h37min0s,25.319,0.0,
1659,11/23/22 11h38min0s,25.416,0.0,
1660,11/23/22 11h39min0s,25.416,0.0,
1661,11/23/22 11h40min0s,25.513,0.0,
1662,11/23/22 11h41min0s,25.513,0.0,
1663,11/23/22 11h42min0s,25.513,0.0,
1664,11/23/22 11h43min0s,25.513,0.0,
1665,11/23/22 11h44min0s,25.610,0.0,
1666,11/23/22 11h45min0s,25.610,0.0,
1667,11/23/22 11h46min0s,25.708,0.0,
1668,11/23/22 11h47min0s,25.708,0.0,
1669,11/23/22 11h48min0s,25.708,0.0,
1670,11/23/22 11h49min0s,25.708,0.0,
1671,11/23/22 11h50min0s,25.708,0.0,
1672,11/23/22 11h51min0s,25.708,0.0,
1673,11/23/22 11h52min0s,25.708,0.0,
1674,11/23/22 11h53min0s,25.708,0.0,
1675,11/23/22 11h54min0s,25.708,0.0,
1676,11/23/22 11h55min0s,25.708,0.0,
1677,11/23/22 11h56min0s,25.708,0.0,
1678,11/23/22 11h57min0s,25.708,0.0,
1679,11/23/22 11h58min0s,25.708,0.0,
1680,11/23/22 11h59min0s,25.708,0.0,
1681,11/23/22 12h0min0s,25.708,0.0,
1682,11/23/22 12h1min0s,25.610,0.0,
1683,11/23/22 12h2min0s,25.610,0.0,
1684,11/23/22 12h3min0s,25.610,0.0,
1685,11/23/22 12h4min0s,25.610,0.0,
1686,11/23/22 12h5min0s,25.708,0.0,
1687,11/23/22 12h6min0s,25.610,0.0,
1688,11/23/22 12h7min0s,25.708,0.0,
1689,11/23/22 12h8min0s,25.708,0.0,
1690,11/23/22 12h9min0s,25.708,0.0,
1691,11/23/22 12h10min0s,25.708,0.0,
1692,11/23/22 12h11min0s,25.708,0.0,
1693,11/23/22 12h12min0s,25.708,0.0,
1694,11/23/22 12h13min0s,25.708,0.0,
1695,11/23/22 12h14min0s,25.708,0.0,
1696,11/23/22 12h15min0s,25.708,0.0,
1697,11/23/22 12h16min0s,25.610,0.0,
1698,11/23/22 12h17min0s,25.610,0.0,
1699,11/23/22 12h18min0s,25.708,0.0,
1700,11/23/22 12h19min0s,25.708,0.0,
1701,11/23/22 12h20min0s,25.708,0.0,
